#separator:tab
#html:false
#tags column:3
¿Cuál es el umbral de Neer (1970) para considerar un segmento como "parte desplazada"?	Más de 1 cm de traslación o más de 45° de angulación.	MSA fractura-luxacion-hombro
¿Qué es exactamente la arteria arcuata (Laing, 1956) y qué lugar ocupa en la doctrina histórica frente a la vigente?	Es la continuación intraósea de la rama ascendente anterolateral de la circunfleja humeral ANTERIOR, que penetra el hueso junto al surco bicipital. Doctrina histórica: sería la fuente principal de la epífisis. Doctrina vigente: los estudios de perfusión cuantitativa atribuyen la mayor parte del flujo cefálico a la circunfleja humeral POSTERIOR, por vía posteromedial (calcar).	MSA fractura-luxacion-hombro
¿Cómo se explora dirigidamente la función motora del nervio axilar en un hombro fracturado?	Palpando la contracción de los tres haces del deltoides mientras el paciente intenta abducir contra resistencia suave desde 20–30°.	MSA fractura-luxacion-hombro
¿Qué limitación tiene la exploración de la sensibilidad del "parche deltoideo" para el nervio axilar?	Puede estar conservada pese a lesión del nervio, por superposición de territorios con el intercostobraquial; el criterio que manda es la contracción muscular.	MSA fractura-luxacion-hombro
¿Cuál es la complicación tardía definitoria de la fractura-luxación de hombro en cuatro partes, y con qué cifras estratificadas se responde?	La osteonecrosis de la cabeza humeral. Estratificada (a verificar): ~3–14 % en tres partes, ~13–34 % en cuatro partes sin luxación y hasta ~90 % en la fractura-LUXACIÓN de cuatro partes. El salto lo produce la luxación del segmento articular, no el número de fragmentos.	MSA fractura-luxacion-hombro
¿Cuál es la complicación técnica más frecuente de la placa bloqueada de húmero proximal?	La penetración intraarticular de tornillos.	MSA fractura-luxacion-hombro
¿Cuál es la falla mecánica más frecuente de la placa bloqueada en hueso osteoporótico?	El colapso en varo por pérdida del soporte cortical medial (calcar).	MSA fractura-luxacion-hombro
¿Qué complicación de la luxatio erecta obliga a solicitar RM diferida en el mayor de 40 años que no recupera elevación activa a las 3 semanas?	La rotura del manguito rotador (a verificar: hasta ~80 % de asociación).	MSA fractura-luxacion-hombro
¿Cuál es el abordaje quirúrgico de elección para la mayoría de las fracturas-luxación de hombro?	El abordaje deltopectoral.	MSA fractura-luxacion-hombro
¿Qué tipo de fijación se prefiere para el troquíter aislado desplazado tras reducir la luxación?	Suturas transóseas de alta resistencia o banda de tensión, y no tornillos aislados, que cortan el hueso esponjoso osteoporótico.	MSA fractura-luxacion-hombro
¿Cuál es el implante de elección en la mayoría de las fracturas-luxación reconstruibles?	La placa bloqueada de húmero proximal.	MSA fractura-luxacion-hombro
¿Cuándo se prefiere la artroplastia invertida sobre la hemiartroplastia en la fractura-luxación no reconstruible?	Cuando el manguito es dudoso, las tuberosidades no son reconstruibles o la demanda funcional es baja.	MSA fractura-luxacion-hombro
¿Cuál es el signo radiográfico patognomónico de la luxatio erecta?	Eje diafisario del húmero paralelo a la espina de la escápula apuntando hacia arriba, con la cabeza humeral por debajo del reborde glenoideo inferior.	MSA fractura-luxacion-hombro
¿En qué consiste la técnica clásica de reducción de la luxatio erecta?	Reducción en dos tiempos: primero convertir la luxación inferior en anterior traccionando en el eje de abducción del brazo, y luego reducir esa luxación anterior aduciendo progresivamente.	MSA fractura-luxacion-hombro
¿En qué consiste la maniobra de Milch para reducir la luxatio erecta?	Abducción máxima con rotación externa suave y empuje cefálico-lateral de la cabeza con el pulgar, seguido de la aducción progresiva.	MSA fractura-luxacion-hombro
¿Cuáles son las tres causas anatómicas de irreductibilidad de la luxatio erecta?	Ojal capsular (efecto de anillo constrictor), interposición del tendón de la porción larga del bíceps, e interposición de un fragmento óseo o del manguito desgarrado.	MSA fractura-luxacion-hombro
¿Bajo qué condición es reconstruible un head-splitting en el paciente joven?	Cuando el trazo divide la cabeza en dos fragmentos grandes; la conminución en múltiples fragmentos pequeños es irreconstruible.	MSA fractura-luxacion-hombro
¿Qué antibiótico y dosis se usan como profilaxis antes de la cirugía de hombro?	Cefazolina 2 g intravenosa 30–60 minutos antes de la incisión (3 g si el peso supera los 120 kg).	MSA fractura-luxacion-hombro
¿Qué germen requiere atención específica en la infección de la cirugía de hombro?	Cutibacterium acnes.	MSA fractura-luxacion-hombro
¿Cuántos días se incuban los cultivos ante sospecha de infección de hombro por Cutibacterium acnes?	14 días.	MSA fractura-luxacion-hombro
¿Qué criterio decide entre osteosíntesis y artroplastia en el algoritmo terapéutico, además del número de partes de Neer?	La viabilidad de la cabeza humeral (criterios de Hertel), la calidad ósea y la demanda funcional del paciente.	MSA fractura-luxacion-hombro
¿A qué segmentos aplicó Neer (1970) su criterio de 1 cm / 45°, y de dónde sale el umbral de 5 mm del troquíter?	Neer lo aplicó a los cuatro segmentos, incluido el troquíter. El umbral de 5 mm (y 3 mm en el deportista overhead) es una modificación posterior consagrada por la práctica (Park y col., 1997), no doctrina de Neer.	MSA fractura-luxacion-hombro
¿Qué dos índices radiográficos cuantifican la calidad ósea del húmero proximal y con qué valores de corte?	Índice cortical humeral de Tingart (< 4 mm) e índice de la tuberosidad deltoidea (< 1,4); ambos predicen pérdida de fijación de los tornillos proximales y empujan la decisión hacia la artroplastia en el añoso.	MSA fractura-luxacion-hombro
¿Cuál es la diferencia entre el procedimiento de McLaughlin original y el modificado?	El original transfiere sólo el tendón del subescapular al defecto de impresión anteromedial; el modificado (Neer) transfiere el troquín con su inserción del subescapular, fijado con tornillos, logrando consolidación hueso-hueso y aporte óseo real al defecto.	MSA fractura-luxacion-hombro
Según el tamaño del defecto de impresión en la luxación posterior, ¿qué conducta corresponde en cada rango?	< 25 % de la superficie cefálica: reducción cerrada e inmovilización en rotación externa 15–20°. 25–50 %: relleno con injerto o transferencia (McLaughlin). > 50 %: irreconstruible, conducta protésica.	MSA fractura-luxacion-hombro
¿Por qué la fractura-luxación posterior se inmoviliza en rotación externa de 15–20° y qué costo tiene?	Porque la rotación interna engancha el defecto de impresión anteromedial contra el reborde glenoideo posterior (reluxación) y la externa lo desengancha. El costo: el subescapular se inserta en el troquín, de modo que la rotación externa lo TENSA; si la fijación del troquín es precaria, la RE mantenida la compromete.	MSA fractura-luxacion-hombro
¿Por qué no se puede extrapolar a la fractura-luxación la evidencia de los ensayos sobre fractura de húmero proximal?	Porque esos ensayos excluyeron sistemáticamente las fracturas-luxación; la indicación en esta entidad se decide por criterio anatómico (Hertel, reconstructibilidad tuberositaria, Tingart) y no por analogía.	MSA fractura-luxacion-hombro
¿Por qué se deteriora el resultado de la artroplastia por fractura cuando se difiere la cirugía?	Porque los troquíteres se retraen por la tracción del manguito, se reabsorben o consolidan viciosamente y los planos se fibrosan, de modo que la reconstrucción tuberositaria —de la que depende el resultado— se vuelve peor o imposible.	MSA fractura-luxacion-hombro
